episode,steps,reward_0,reward_1,loss_0,loss_1,eps_greedy_0,eps_greedy_1,collisions_0,collisions_1
39,10,-5.15392928109,0.153929281091,-0.1,-0.1,0.5,0.5,0.0,0.0
40,3,-0.180390094164,-17.2962045259,-0.333333333333,-0.333333333333,0.5,0.5,0.0,0.0
41,25,-2.12382740996,0.12382740996,-0.04,-0.04,0.5,0.5,0.0,0.0
42,10,-0.0654134486018,-5.07728113947,-0.1,-0.1,0.5,0.5,0.0,0.0
43,7,-0.125757843417,-7.28247051358,-0.142857142857,-0.142857142857,0.5,0.5,0.0,0.0
44,22,-2.36416458364,0.0914373109155,-0.0454545454545,-0.0454545454545,0.5,0.5,0.0,0.0
45,25,-2.06383253816,0.0610658975299,-0.04,-0.04,0.5,0.5,0.0,0.0
46,6,-0.213818422427,-8.60812573702,-0.166666666667,-0.166666666667,0.5,0.5,0.0,0.0
47,2,-0.115475433809,-25.9208302251,-0.5,-0.5,0.5,0.5,0.0,0.0
48,18,11.0900335614,-14.1742887083,-0.0555555555556,-0.0555555555556,0.5,0.5,2.0,2.0
49,44,-0.0740022841513,-1.0856095577,-0.0227272727273,-0.0227272727273,0.5,0.5,0.0,0.0
50,49,-0.109481726103,-0.941432123445,-0.0204081632653,-0.0204081632653,0.5,0.5,0.0,0.0
51,11,-4.61236680339,0.0669122579379,-0.0909090909091,-0.0909090909091,0.5,0.5,0.0,0.0
52,18,-0.116348816007,-2.7740183003,-0.0555555555556,-0.0555555555556,0.5,0.5,0.0,0.0
53,32,-0.0990349078799,-1.51761209202,-0.03125,-0.03125,0.5,0.5,0.0,0.0
54,20,-2.58160512861,0.0816051286146,-0.05,-0.05,0.5,0.5,0.0,0.0
55,2,-25.146620521,0.146620520986,-0.5,-0.5,0.5,0.5,0.0,0.0
56,26,-2.09136713771,0.168290214632,-0.0384615384615,-0.0384615384615,0.5,0.5,0.0,0.0
57,37,-1.50553082432,0.154179472973,-0.027027027027,-0.027027027027,0.5,0.5,0.0,0.0
58,7,-7.25956032283,0.116703179975,-0.142857142857,-0.142857142857,0.5,0.5,0.0,0.0
59,18,-0.122850343043,-2.74065801094,-0.0555555555556,-0.0555555555556,0.5,0.5,0.0,0.0
60,13,-4.00404296009,0.157889113938,-0.0769230769231,-0.0769230769231,0.5,0.5,0.0,0.0
61,12,-4.29282863753,0.126161970863,-0.0833333333333,-0.0833333333333,0.5,0.5,0.0,0.0
62,26,-2.05816261292,-0.0107313783044,-0.0384615384615,-0.0384615384615,0.5,0.5,0.0,0.0
63,17,-0.0621787360242,-3.10669793554,-0.0588235294118,-0.0588235294118,0.5,0.5,0.0,0.0
64,50,-0.118342479051,-1.25884539746,-0.02,-0.02,0.5,0.5,0.0,0.0
65,11,-4.65284199066,0.107387445206,-0.0909090909091,-0.0909090909091,0.5,0.5,0.0,0.0
66,16,-0.153031441199,-3.13457592026,-0.0625,-0.0625,0.5,0.5,0.0,0.0
67,19,-2.77038268918,0.138803741811,-0.0526315789474,-0.0526315789474,0.5,0.5,0.0,0.0
68,11,-4.64591187514,0.100457329689,-0.0909090909091,-0.0909090909091,0.5,0.5,0.0,0.0
69,32,-1.65390865426,0.0914086542632,-0.03125,-0.03125,0.5,0.5,0.0,0.0
70,5,-0.0600072966566,-10.3470221855,-0.2,-0.2,0.5,0.5,0.0,0.0
71,22,-2.36242110512,0.0896938323961,-0.0454545454545,-0.0454545454545,0.5,0.5,0.0,0.0
72,13,-3.94648864166,0.100334795505,-0.0769230769231,-0.0769230769231,0.5,0.5,0.0,0.0
73,5,-0.0712764167074,-10.1991515116,-0.2,-0.2,0.5,0.5,0.0,0.0
74,29,-0.123452016143,-1.72523989494,-0.0344827586207,-0.0344827586207,0.5,0.5,0.0,0.0
75,7,-0.144260603237,-7.31896467285,-0.142857142857,-0.142857142857,0.5,0.5,0.0,0.0
76,28,-1.93700734264,0.151293056929,-0.0357142857143,-0.0357142857143,0.5,0.5,0.0,0.0
77,15,-0.134141214283,-3.31636321776,-0.0666666666667,-0.0666666666667,0.5,0.5,0.0,0.0
78,15,-0.123826036657,-3.4032872093,-0.0666666666667,-0.0666666666667,0.5,0.5,0.0,0.0
79,27,-1.94776248253,-0.0378168262838,-0.037037037037,-0.037037037037,0.5,0.5,0.0,0.0
80,18,-0.0991871415686,-2.76437492343,12.5866007669,11.6694693238,0.5001499999999993,0.5001499999999993,0.0,0.0
81,129,0.339535803909,-0.727132703133,16.8674910097,17.1050507738,0.5014399999999934,0.5014399999999934,1.0,1.0
82,114,0.364078438567,-0.804184465,15.824637413,16.4630375208,0.5025799999999883,0.5025799999999883,1.0,1.0
83,153,4.48718394255,-4.8329069831,19.3430635199,18.5110032379,0.5041099999999813,0.5041099999999813,7.0,7.0
84,24,-2.16330963081,0.0278205369127,24.5828263878,25.3035863359,0.5043499999999802,0.5043499999999802,0.0,0.0
85,26,-2.05008349543,0.127006572353,22.3816409707,22.1139968903,0.504609999999979,0.504609999999979,0.0,0.0
86,134,-0.455157582025,0.0820232536665,18.3967666108,18.2810584332,0.5059499999999729,0.5059499999999729,0.0,0.0
87,169,1.08553439767,-1.39769094601,20.5912706735,20.6818378334,0.5076399999999652,0.5076399999999652,2.0,2.0
88,63,-0.926810755205,0.133159961555,17.3305850502,18.244879839,0.5082699999999624,0.5082699999999624,0.0,0.0
89,65,-0.125765343023,-0.667796460094,16.2311007795,16.7069606893,0.5089199999999594,0.5089199999999594,0.0,0.0
90,7,-7.22042103494,-0.438440901526,23.0624684138,22.9108119011,0.5089899999999591,0.5089899999999591,0.0,0.0
91,26,-2.02042291752,0.0973459944402,13.1181568864,14.3385466326,0.5092499999999579,0.5092499999999579,0.0,0.0
92,30,-1.7302000734,0.0635334067327,24.1149569819,23.2000198245,0.5095499999999565,0.5095499999999565,0.0,0.0
93,90,-0.116019960052,-0.471276760209,16.470096914,16.0370141795,0.5104499999999524,0.5104499999999524,0.0,0.0
94,111,-0.52740193452,0.0769514840698,16.2132309157,15.8672163333,0.5115599999999474,0.5115599999999474,0.0,0.0
95,157,-0.421482104072,0.103010766493,15.0467948306,14.8077180029,0.5131299999999402,0.5131299999999402,0.0,0.0
96,7,-7.25919876605,0.116341623191,12.4159012735,11.101978087,0.5131999999999399,0.5131999999999399,0.0,0.0
97,112,0.794550860827,-1.26083229447,15.2221313267,14.3685304151,0.5143199999999348,0.5143199999999348,1.0,1.0
98,184,0.161701240277,-0.434630665097,15.530551217,14.7342930542,0.5161599999999265,0.5161599999999265,1.0,1.0
99,198,0.649940046157,-0.902465298682,13.5587962508,12.6558546945,0.5181399999999174,0.5181399999999174,2.0,2.0
100,113,-0.522225555686,0.0797476795793,14.8295765625,13.8734543792,0.5192699999999123,0.5192699999999123,0.0,0.0
101,9,-5.59774689724,0.0421913416848,13.3772087842,13.2369189395,0.5193599999999119,0.5193599999999119,0.0,0.0
102,1,-0.0730750030453,-50.9527048535,52.9691877365,35.4431603551,0.5193699999999118,0.5193699999999118,0.0,0.0
103,87,-0.669578462426,0.094865818748,13.6935305976,12.5551961171,0.5202399999999079,0.5202399999999079,0.0,0.0
104,13,-0.038043511937,-3.9349156769,11.5504874656,11.2652574795,0.5203699999999073,0.5203699999999073,0.0,0.0
105,32,-1.59912558574,-0.177732288264,13.5049321167,12.5512299589,0.5206899999999058,0.5206899999999058,0.0,0.0
106,5,-10.094045065,0.0940450649618,12.3317680836,12.6798646033,0.5207399999999056,0.5207399999999056,0.0,0.0
107,37,-1.44884591799,0.0974945666361,14.6637481485,13.3916717824,0.5211099999999039,0.5211099999999039,0.0,0.0
108,268,-0.0942942561401,-0.0986816053338,13.0574384978,11.9860885925,0.5237899999998917,0.5237899999998917,0.0,0.0
109,160,1.49568393481,-1.80818393481,13.0186662069,11.7948529689,0.5253899999998844,0.5253899999998844,3.0,3.0
110,55,-0.0706032992179,-0.903915003115,12.3870741199,11.5904214751,0.525939999999882,0.525939999999882,0.0,0.0
111,71,-0.802669665598,0.0984443134849,12.2512371993,11.6343742571,0.5266499999998787,0.5266499999998787,0.0,0.0
112,288,0.0787158203224,-0.257353926701,12.1854284888,10.8751770317,0.5295299999998656,0.5295299999998656,1.0,1.0
113,85,1.68659632148,-2.2748316156,10.5358339104,9.67783447995,0.5303799999998617,0.5303799999998617,2.0,2.0
114,109,-0.531675781961,0.0729601856309,11.4113722062,10.7929058623,0.5314699999998568,0.5314699999998568,0.0,0.0
115,20,-2.66732086518,0.167320865177,16.2001694568,14.7757301815,0.5316699999998559,0.5316699999998559,0.0,0.0
116,91,-0.119015251588,-0.473306162996,11.3390624941,10.066851089,0.5325799999998517,0.5325799999998517,0.0,0.0
117,397,0.187029638981,-0.324098766059,11.9158216695,10.9534146017,0.5365499999998337,0.5365499999998337,1.0,1.0
118,34,-0.0661972701287,-1.60867122998,10.172349002,9.02436657359,0.5368899999998321,0.5368899999998321,0.0,0.0
119,34,2.88968135879,-4.41227731083,8.76858531574,8.30283193005,0.5372299999998306,0.5372299999998306,1.0,1.0
120,17,-0.183972032547,-2.86646412438,13.0241227417,11.322295135,0.5373999999998298,0.5373999999998298,0.0,0.0
121,200,4.4506454844,-4.70800382202,12.5427941896,11.7036540642,0.5393999999998207,0.5393999999998207,9.0,9.0
122,14,-3.72043271717,0.149004145746,16.9378894717,17.5801857061,0.53953999999982,0.53953999999982,0.0,0.0
123,6,-8.48233331426,0.14899998093,10.746013994,8.50762221962,0.5395999999998198,0.5395999999998198,0.0,0.0
124,22,-2.3577093121,-0.00130363279435,16.5441252521,15.1825926314,0.5398199999998188,0.5398199999998188,0.0,0.0
125,139,1.36120592426,-1.73775979767,13.0262247135,11.3600569281,0.5412099999998125,0.5412099999998125,2.0,2.0
126,26,-0.057619884039,-1.97013212592,16.5474817438,15.2635145646,0.5414699999998113,0.5414699999998113,0.0,0.0
127,108,-0.0777169068697,-0.407851247096,14.2326897009,12.9922253063,0.5425499999998064,0.5425499999998064,0.0,0.0
128,29,-0.138622047553,-1.65831941461,13.2821069077,11.0718551399,0.542839999999805,0.542839999999805,0.0,0.0
129,7,-0.0657617017862,-7.98047901268,17.8168626066,15.3497343234,0.5429099999998047,0.5429099999998047,0.0,0.0
130,173,-0.0862938043322,-0.292831156355,12.1141619634,11.4599972611,0.5446399999997968,0.5446399999997968,0.0,0.0
131,74,-0.721320139452,0.000394629279577,12.315708693,11.5024389958,0.5453799999997935,0.5453799999997935,0.0,0.0
132,113,1.72885249658,-2.22217598123,11.5688684857,11.2636855067,0.5465099999997883,0.5465099999997883,2.0,2.0
133,135,1.79391055016,-2.2613034405,13.6662542824,13.3429157054,0.5478599999997822,0.5478599999997822,3.0,3.0
134,3,-0.177508915116,-17.2072682167,18.7436186572,20.1787837744,0.547889999999782,0.547889999999782,0.0,0.0
135,84,-0.0851376908043,-0.544541505087,13.2188378473,13.4826713504,0.5487299999997782,0.5487299999997782,0.0,0.0
136,114,-0.52954420628,0.0909477150516,12.5650922206,13.8128311192,0.549869999999773,0.549869999999773,0.0,0.0
137,33,4.48806880389,-6.03749852272,17.0108704459,16.9399010078,0.5501999999997715,0.5501999999997715,2.0,2.0
138,37,-0.0741056532274,-1.38073350532,13.997904492,15.5032733703,0.5505699999997699,0.5505699999997699,0.0,0.0
139,69,-0.0893600724373,-0.696692278085,13.4222153827,13.7825812488,0.5512599999997667,0.5512599999997667,0.0,0.0
140,42,4.72500773796,-5.97905238754,15.8268447518,16.0964470318,0.5516799999997648,0.5516799999997648,2.0,2.0
141,54,4.58334493447,-5.51733969286,13.2657772554,12.8398760386,0.5522199999997623,0.5522199999997623,3.0,3.0
142,17,-0.162588190739,-2.95090444633,13.7543596766,13.546985905,0.5523899999997616,0.5523899999997616,0.0,0.0
143,135,2.15987887777,-2.57276904928,15.0574182238,15.5229248531,0.5537399999997554,0.5537399999997554,3.0,3.0
144,23,13.0157180269,-15.2728173468,9.79364828571,10.6881985133,0.5539699999997544,0.5539699999997544,3.0,3.0
145,5,-0.136511977785,-10.4293006325,12.1060244203,11.7898341715,0.5540199999997542,0.5540199999997542,0.0,0.0
146,15,-3.50744364982,0.174110316491,12.9139003118,14.2234090616,0.5541699999997535,0.5541699999997535,0.0,0.0
147,55,-0.0822629301447,-0.9589671169,15.6013642842,16.6370889837,0.554719999999751,0.554719999999751,0.0,0.0
148,208,-0.0882164111134,-0.17415336028,15.0564076206,16.5800131283,0.5567999999997415,0.5567999999997415,0.0,0.0
149,5,-0.0781636045892,-10.9105850455,14.1444145143,14.8058355004,0.5568499999997413,0.5568499999997413,0.0,0.0
150,9,-0.0345366520064,-5.7605187258,15.955245114,15.5272835096,0.5569399999997409,0.5569399999997409,0.0,0.0
151,105,-0.15062640102,-0.340945850911,14.5810844478,16.3659317234,0.5579899999997361,0.5579899999997361,0.0,0.0
152,42,-0.128674214992,-1.13672079091,12.2392900192,12.9242802443,0.5584099999997342,0.5584099999997342,0.0,0.0
153,25,-2.09673036417,0.0841722042636,14.8985639042,16.3265620255,0.558659999999733,0.558659999999733,0.0,0.0
154,35,-0.0939051491702,-1.52184814828,10.6246107242,11.9115638397,0.5590099999997314,0.5590099999997314,0.0,0.0
155,18,-2.80964203028,0.0318642525034,16.649776448,17.7113542805,0.5591899999997306,0.5591899999997306,0.0,0.0
156,62,-0.151757026716,-0.69889226867,13.978095873,14.5693314623,0.5598099999997278,0.5598099999997278,0.0,0.0
157,101,3.40123986374,-4.0419182472,15.972540461,14.8829919416,0.5608199999997232,0.5608199999997232,4.0,4.0
158,42,-1.25368544893,0.0125016602558,15.9435055373,14.9174381225,0.5612399999997213,0.5612399999997213,0.0,0.0
159,25,-2.10264406324,-0.0516331127173,16.1794074363,15.3118390727,0.5614899999997202,0.5614899999997202,0.0,0.0
160,35,-1.59016985148,0.0658326734667,17.0256659963,16.1095868281,0.5618399999997186,0.5618399999997186,0.0,0.0
161,45,2.15306792547,-3.33802235094,15.6814166725,15.2514696426,0.5622899999997165,0.5622899999997165,1.0,1.0
162,1,-50.2035583045,-0.618677181002,16.7877419293,6.42303296924,0.5622999999997165,0.5622999999997165,0.0,0.0
163,10,-0.0525844252398,-5.28537966897,16.9328678876,16.0267399892,0.562399999999716,0.562399999999716,0.0,0.0
164,39,-1.36225424483,0.0802029627756,16.7554727288,16.4723089968,0.5627899999997142,0.5627899999997142,0.0,0.0
165,12,-4.25144705003,-0.26341014139,15.7430276883,16.044125172,0.5629099999997137,0.5629099999997137,0.0,0.0
166,54,-0.999405933786,0.07348000786,12.9472206127,11.9134909312,0.5634499999997112,0.5634499999997112,0.0,0.0
167,16,-0.122237462597,-3.07597504014,14.8413965004,13.3194667925,0.5636099999997105,0.5636099999997105,0.0,0.0
168,45,-0.0927447838184,-1.04885613985,13.5029197372,13.8961466776,0.5640599999997085,0.5640599999997085,0.0,0.0
169,34,8.79609472201,-10.3241091409,15.360536475,15.1687667081,0.5643999999997069,0.5643999999997069,3.0,3.0
170,84,1.13774240542,-1.80605975266,16.3753367187,15.7865758038,0.5652399999997031,0.5652399999997031,1.0,1.0
171,192,0.464225641503,-0.733000744139,15.3244866808,15.4131631189,0.5671599999996944,0.5671599999996944,1.0,1.0
172,107,-0.585628218161,0.110281974967,15.2216543534,14.9784270895,0.5682299999996895,0.5682299999996895,0.0,0.0
173,3,-0.0723966910812,-17.3114722739,26.6640660266,23.1737926106,0.5682599999996893,0.5682599999996893,0.0,0.0
174,84,-0.657618190666,0.0623800954281,16.0786386803,15.4740772601,0.5690999999996855,0.5690999999996855,0.0,0.0
175,15,-3.4605253931,0.127192059769,14.8312920461,14.3401393175,0.5692499999996848,0.5692499999996848,0.0,0.0
176,242,2.19330621597,-2.39991778622,14.564219726,14.3736073293,0.5716699999996738,0.5716699999996738,6.0,6.0
177,3,33.3219701789,-50.6153619808,23.1441462239,18.4775854349,0.5716999999996737,0.5716999999996737,1.0,1.0
178,135,-0.0534264286142,-0.35360456355,15.7259195703,15.7631241581,0.5730499999996675,0.5730499999996675,0.0,0.0
179,158,-0.0766670146561,-0.253720060304,14.1383689447,13.8174004052,0.5746299999996604,0.5746299999996604,0.0,0.0
180,117,1.66191081525,-2.10082127286,14.0921886432,14.9490382948,0.575799999999655,0.575799999999655,2.0,2.0
181,34,-0.0497689268031,-1.48483727992,14.8142763451,13.7784331288,0.5761399999996535,0.5761399999996535,0.0,0.0
182,8,-0.0399280862738,-6.52703909344,17.7530556992,22.0476998761,0.5762199999996531,0.5762199999996531,0.0,0.0
183,26,-0.15640455511,-2.04107698388,14.6337235564,16.9079268936,0.5764799999996519,0.5764799999996519,0.0,0.0
184,41,-0.150002818549,-1.11806680005,13.9891371342,15.3104860783,0.5768899999996501,0.5768899999996501,0.0,0.0
185,198,1.93096120931,-2.20476284794,14.7036382664,15.3580128967,0.5788699999996411,0.5788699999996411,4.0,4.0
186,247,2.353687752,-2.57119704965,15.5792974641,14.526435638,0.5813399999996298,0.5813399999996298,6.0,6.0
187,98,0.944605821915,-1.49367493493,17.3471551907,16.1655642132,0.5823199999996254,0.5823199999996254,1.0,1.0
188,110,3.57037127828,-4.08301087144,18.3198242682,18.6817121446,0.5834199999996204,0.5834199999996204,4.0,4.0
189,1,-50.2218814606,-0.129112462004,14.0083236098,29.1307720542,0.5834299999996203,0.5834299999996203,0.0,0.0
190,55,-0.0405213157104,-0.897792605261,18.6462869419,18.9192612802,0.5839799999996178,0.5839799999996178,0.0,0.0
191,160,2.43149540258,-2.76411735025,17.4639213057,16.6785531846,0.5855799999996105,0.5855799999996105,4.0,4.0
192,73,-0.766543188465,0.021127240846,17.3056895978,16.822595543,0.5863099999996072,0.5863099999996072,0.0,0.0
193,97,-0.0648793739498,-0.48043660165,19.5041012733,18.3412667753,0.5872799999996028,0.5872799999996028,0.0,0.0
194,152,0.600169480839,-0.944991700998,18.4613649193,17.8583412452,0.5887999999995959,0.5887999999995959,1.0,1.0
195,47,4.21370538217,-5.38524120828,15.9236914794,14.5143749597,0.5892699999995937,0.5892699999995937,2.0,2.0
196,272,1.40386531808,-1.60913007117,16.5019975515,16.1379012348,0.5919899999995814,0.5919899999995814,4.0,4.0
197,81,-0.0662892611474,-0.581571554096,19.1990367023,18.6244852179,0.5927999999995777,0.5927999999995777,0.0,0.0
198,15,-3.46170811861,0.128374785279,20.0046166678,19.5283971548,0.592949999999577,0.592949999999577,0.0,0.0
199,89,-0.0651151227834,-0.535391505168,18.1609994357,18.1243840074,0.5938399999995729,0.5938399999995729,0.0,0.0
200,317,1.96941688975,-2.13719569319,17.4804927616,17.1667627398,0.5970099999995585,0.5970099999995585,7.0,7.0
201,1,-0.0422966296308,-50.9889807846,12.0295708776,26.1136779785,0.5970199999995585,0.5970199999995585,0.0,0.0
202,37,-0.0684875946915,-1.42591148699,17.2990576037,18.9782833723,0.5973899999995568,0.5973899999995568,0.0,0.0
203,38,-0.109869041999,-1.34413308993,16.8371699558,17.5953514725,0.597769999999555,0.597769999999555,0.0,0.0
204,48,-1.11408941118,0.0177524918046,16.5306875017,16.4575568972,0.5982499999995529,0.5982499999995529,0.0,0.0
205,4,-12.5576836321,0.0576836321348,12.8760772347,14.6184644103,0.5982899999995527,0.5982899999995527,0.0,0.0
206,114,-0.0517205811452,-0.411939678897,18.2159969705,18.0512777848,0.5994299999995475,0.5994299999995475,0.0,0.0
207,104,2.83579768587,-3.35678066899,20.6393236455,18.4361007025,0.6004699999995428,0.6004699999995428,3.0,3.0
208,101,3.90875823035,-4.49675087299,24.9639719199,21.5144078288,0.6014799999995382,0.6014799999995382,4.0,4.0
209,64,18.7279071773,-19.5583488629,26.4799562176,23.2584591713,0.6021199999995352,0.6021199999995352,12.0,12.0
210,80,-0.726178540855,0.101178540855,26.4518214334,23.6592228938,0.6029199999995316,0.6029199999995316,0.0,0.0
211,282,0.433663119714,-0.631482968515,24.841157383,22.4834655655,0.6057399999995188,0.6057399999995188,2.0,2.0
212,15,-3.53701045855,0.139406311179,23.3083407283,22.4023529331,0.6058899999995181,0.6058899999995181,0.0,0.0
213,151,0.923143779598,-1.26609926032,21.9567985577,20.6928723896,0.6073999999995112,0.6073999999995112,2.0,2.0
214,79,3.70628894404,-4.36453807706,22.7494649527,20.8217943831,0.6081899999995076,0.6081899999995076,3.0,3.0
215,100,-0.0776410258669,-0.442194643202,24.4256708494,23.920413356,0.6091899999995031,0.6091899999995031,0.0,0.0
216,90,4.91705646077,-5.51452333544,25.1383618507,23.6100176146,0.610089999999499,0.610089999999499,5.0,5.0
217,29,-0.115334978371,-1.66186266839,24.7524832312,24.3020686404,0.6103799999994977,0.6103799999994977,0.0,0.0
218,162,0.254126018043,-0.597802587026,24.4623219475,23.3232419421,0.6119999999994903,0.6119999999994903,1.0,1.0
219,29,-0.0452304852501,-1.72211545826,26.6870513476,25.0040430766,0.612289999999489,0.612289999999489,0.0,0.0
220,77,-0.080350204162,-0.601570656448,26.3529510664,25.519099633,0.6130599999994855,0.6130599999994855,0.0,0.0
221,17,-0.110287757437,-3.01406988935,23.8074201345,22.456831748,0.6132299999994847,0.6132299999994847,0.0,0.0
222,34,-1.56038090154,0.0897926662451,25.1208292868,21.6977337643,0.6135699999994831,0.6135699999994831,0.0,0.0
223,57,-0.120317124038,-0.795252490059,23.547722921,23.6615951767,0.6141399999994805,0.6141399999994805,0.0,0.0
224,64,-0.078216306467,-0.744846855639,21.8962176624,19.0689425489,0.6147799999994776,0.6147799999994776,0.0,0.0
225,105,-0.0804914058257,-0.412940074646,23.157204968,21.7997040878,0.6158299999994729,0.6158299999994729,0.0,0.0
226,283,0.62830616649,-0.816229351329,23.1298362009,23.1501335509,0.61865999999946,0.61865999999946,2.0,2.0
227,2,-25.1624789104,0.162478910444,41.4921677411,39.2553200126,0.6186799999994599,0.6186799999994599,0.0,0.0
228,12,-0.0649277857658,-4.42326136666,22.9903386657,20.5750396426,0.6187999999994593,0.6187999999994593,0.0,0.0
229,30,-0.0719607988721,-1.66148916122,19.2235462854,20.3898015271,0.619099999999458,0.619099999999458,0.0,0.0
230,134,-0.0957623938578,-0.30207478965,24.7838353192,23.1961731029,0.6204399999994519,0.6204399999994519,0.0,0.0
231,83,-0.0596911404596,-0.575949109418,29.3968032135,25.7111203714,0.6212699999994481,0.6212699999994481,0.0,0.0
232,12,-0.0938821236455,-4.27366517872,37.7590180362,28.1496584763,0.6213899999994476,0.6213899999994476,0.0,0.0
233,49,6.07443477259,-7.17153303375,28.5045230814,23.1443533459,0.6218799999994453,0.6218799999994453,3.0,3.0
234,113,1.70883366144,-2.17851150019,29.0048645724,26.0481451222,0.6230099999994402,0.6230099999994402,2.0,2.0
235,58,1.65826881426,-2.56206000217,28.3067393894,24.6453556382,0.6235899999994375,0.6235899999994375,1.0,1.0
236,46,-1.21929847807,0.0938421749285,35.1371994809,32.3996362097,0.6240499999994354,0.6240499999994354,0.0,0.0
237,1,-50.1797840468,0.17978404683,10.4963093996,6.94143390656,0.6240599999994354,0.6240599999994354,0.0,0.0
238,30,-1.79176039668,0.12509373001,31.7119901796,27.7138088753,0.624359999999434,0.624359999999434,0.0,0.0
239,25,-2.10396525755,0.103965257553,24.1909141088,22.1849893236,0.6246099999994329,0.6246099999994329,0.0,0.0
240,50,-1.08108923973,-1.08785432082,31.4083359694,28.2502477521,0.6251099999994306,0.6251099999994306,0.0,0.0
241,1,-0.0232562835713,-51.0454124393,35.6048667431,57.7264721394,0.6251199999994306,0.6251199999994306,0.0,0.0
242,82,1.12996174981,-1.81607663426,30.0598234207,25.3852327459,0.6259399999994268,0.6259399999994268,1.0,1.0
243,4,-0.129720471142,-13.1710254257,26.2127125263,22.6382345408,0.6259799999994267,0.6259799999994267,0.0,0.0
244,369,0.033180850342,-0.231924105488,28.4729791039,26.4048315094,0.6296699999994099,0.6296699999994099,1.0,1.0
