episode,steps,reward_0,reward_1,reward_2,loss_0,loss_1,loss_2,eps_greedy_0,eps_greedy_1,eps_greedy_2,collisions_0,collisions_1,collisions_2
25,45,-0.0691195227322,-1.05065161008,0.0749976058192,-0.0222222222222,-0.0222222222222,-0.0222222222222,0.5,0.5,0.5,0.0,0.0,0.0
26,7,-0.049548858654,0.136942857766,-7.73236292476,-0.142857142857,-0.142857142857,-0.142857142857,0.5,0.5,0.5,0.0,0.0,0.0
27,24,-2.19609165472,0.0519816699453,0.112758321389,-0.0416666666667,-0.0416666666667,-0.0416666666667,0.5,0.5,0.5,0.0,0.0,0.0
28,6,-0.0890016528014,0.0890016528014,-8.44510011969,-0.166666666667,-0.166666666667,-0.166666666667,0.5,0.5,0.5,0.0,0.0,0.0
29,20,-2.55312539271,0.0819496976439,0.0751051208041,-0.05,-0.05,-0.05,0.5,0.5,0.5,0.0,0.0,0.0
30,11,-4.65595088953,0.11049634408,0.153318144933,-0.0909090909091,-0.0909090909091,-0.0909090909091,0.5,0.5,0.5,0.0,0.0,0.0
31,9,11.0887037339,-5.83742718833,-11.0880689026,-0.111111111111,-0.111111111111,-0.111111111111,0.5,0.5,0.5,1.0,0.0,1.0
32,19,-0.0681487771198,-2.58425703692,0.0681487771198,-0.0526315789474,-0.0526315789474,-0.0526315789474,0.5,0.5,0.5,0.0,0.0,0.0
33,12,-0.0953239049118,-4.25851560612,0.0953239049118,-0.0833333333333,-0.0833333333333,-0.0833333333333,0.5,0.5,0.5,0.0,0.0,0.0
34,20,-0.0526702198113,-2.44619181262,0.0595849128237,-0.05,-0.05,-0.05,0.5,0.5,0.5,0.0,0.0,0.0
35,3,-16.8533221865,-0.189996877448,-0.234868225108,-0.333333333333,-0.333333333333,-0.333333333333,0.5,0.5,0.5,0.0,0.0,0.0
36,3,-0.0782103182002,-17.3787480999,0.11603034967,-0.333333333333,-0.333333333333,-0.333333333333,0.5,0.5,0.5,0.0,0.0,0.0
37,10,-0.0686623055298,0.0686623055298,-5.21982151025,-0.1,-0.1,-0.1,0.5,0.5,0.5,0.0,0.0,0.0
38,9,-0.093454147789,-5.58148096488,0.159312130306,-0.111111111111,-0.111111111111,-0.111111111111,0.5,0.5,0.5,0.0,0.0,0.0
39,17,-0.0420631719977,-2.96805825113,0.0707468900215,-0.0588235294118,-0.0588235294118,-0.0588235294118,0.5,0.5,0.5,0.0,0.0,0.0
40,5,-0.0571242206358,0.0571242206358,-10.2909593198,-0.2,-0.2,-0.2,0.5,0.5,0.5,0.0,0.0,0.0
41,3,-0.162374771944,-17.2835939201,0.162374771944,-0.333333333333,-0.333333333333,-0.333333333333,0.5,0.5,0.5,0.0,0.0,0.0
42,10,4.96512816598,-9.94277131985,0.0407116218515,-0.1,-0.1,-0.1,0.5,0.5,0.5,1.0,1.0,0.0
43,22,-0.0937189701388,-2.37713011802,0.117087815402,-0.0454545454545,-0.0454545454545,-0.0454545454545,0.5,0.5,0.5,0.0,0.0,0.0
44,18,-2.88282244779,0.11927618286,0.105044670008,-0.0555555555556,-0.0555555555556,-0.0555555555556,0.5,0.5,0.5,0.0,0.0,0.0
45,18,-2.82504319576,0.124762546468,0.0412667241995,-0.0555555555556,-0.0555555555556,-0.0555555555556,0.5,0.5,0.5,0.0,0.0,0.0
46,4,-0.0546698700077,0.0546698700077,-13.1259828028,-0.25,-0.25,-0.25,0.5,0.5,0.5,0.0,0.0,0.0
47,8,-0.0916864381516,-7.0301766828,0.110777986206,-0.125,-0.125,-0.125,0.5,0.5,0.5,0.0,0.0,0.0
48,12,-4.28302422491,-0.100476432541,0.134022765725,-0.0833333333333,-0.0833333333333,-0.0833333333333,0.5,0.5,0.5,0.0,0.0,0.0
49,8,-6.37952310517,0.129523105175,0.158277446192,-0.125,-0.125,-0.125,0.5,0.5,0.5,0.0,0.0,0.0
50,10,-0.0597735599517,0.0643815037732,-5.06585868482,-0.1,-0.1,-0.1,0.5,0.5,0.5,0.0,0.0,0.0
51,1,-50.1381677657,0.191880827167,0.13816776569,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.0,0.0,0.0
52,13,-0.0656885945099,-3.83410483427,-3.90599012674,-0.0769230769231,-0.0769230769231,-0.0769230769231,0.5,0.5,0.5,0.0,0.0,0.0
53,4,-0.0588921938514,-12.7958719916,0.0741807811546,-0.25,-0.25,-0.25,0.5,0.5,0.5,0.0,0.0,0.0
54,4,-12.5867249315,0.0867249314881,0.126958282168,-0.25,-0.25,-0.25,0.5,0.5,0.5,0.0,0.0,0.0
55,29,-0.0793302883022,-1.66643806957,0.0639630825917,-0.0344827586207,-0.0344827586207,-0.0344827586207,0.5,0.5,0.5,0.0,0.0,0.0
56,8,-0.035928686041,-6.34739098084,0.137726412628,-0.125,-0.125,-0.125,0.5,0.5,0.5,0.0,0.0,0.0
57,21,4.70971647246,0.0889563381979,-7.16588413821,-0.047619047619,-0.047619047619,-0.047619047619,0.5,0.5,0.5,1.0,0.0,1.0
58,1,-0.168601122366,-50.8231145511,0.168601122366,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.0,0.0,0.0
59,17,-3.04084786692,-0.152226103024,0.10401101839,-0.0588235294118,-0.0588235294118,-0.0588235294118,0.5,0.5,0.5,0.0,0.0,0.0
60,4,-0.12001311106,-12.7359138107,0.12001311106,-0.25,-0.25,-0.25,0.5,0.5,0.5,0.0,0.0,0.0
61,22,-0.0606984818389,-2.27142670427,0.0606984818389,-0.0454545454545,-0.0454545454545,-0.0454545454545,0.5,0.5,0.5,0.0,0.0,0.0
62,7,-0.171601869141,-7.21363611951,0.163852526523,-0.142857142857,-0.142857142857,-0.142857142857,0.5,0.5,0.5,0.0,0.0,0.0
63,6,-0.0477426224889,-8.63528253933,0.167038860302,-0.166666666667,-0.166666666667,-0.166666666667,0.5,0.5,0.5,0.0,0.0,0.0
64,24,-0.0635709218706,-2.16466131293,0.081777783598,-0.0416666666667,-0.0416666666667,-0.0416666666667,0.5,0.5,0.5,0.0,0.0,0.0
65,7,-0.028434576792,-7.44640812261,0.028434576792,-0.142857142857,-0.142857142857,-0.142857142857,0.5,0.5,0.5,0.0,0.0,0.0
66,8,-0.101705119836,-6.41755769795,0.144456988169,-0.125,-0.125,-0.125,0.5,0.5,0.5,0.0,0.0,0.0
67,5,-10.0371186797,0.0371186797007,0.0796556791415,-0.2,-0.2,-0.2,0.5,0.5,0.5,0.0,0.0,0.0
68,41,-0.0403111437394,-1.19347032316,0.0403111437394,-0.0243902439024,-0.0243902439024,-0.0243902439024,0.5,0.5,0.5,0.0,0.0,0.0
69,15,-0.0674820418019,0.0770063648132,-3.37985504938,-0.0666666666667,-0.0666666666667,-0.0666666666667,0.5,0.5,0.5,0.0,0.0,0.0
70,22,-0.137976213814,-2.32772104539,-2.19622980361,-0.0454545454545,-0.0454545454545,-0.0454545454545,0.5,0.5,0.5,0.0,0.0,0.0
71,4,-12.6536989719,0.202549851079,0.128946148642,-0.25,-0.25,-0.25,0.5,0.5,0.5,0.0,0.0,0.0
72,3,-0.0220939546735,-17.6645575658,0.0735083985432,-0.333333333333,-0.333333333333,-0.333333333333,0.5,0.5,0.5,0.0,0.0,0.0
73,12,-0.0431445424084,-4.22724159838,0.0491889120729,-0.0833333333333,-0.0833333333333,-0.0833333333333,0.5,0.5,0.5,0.0,0.0,0.0
74,10,-0.0916648721813,-5.91761286073,0.114063296814,-0.1,-0.1,-0.1,0.5,0.5,0.5,0.0,0.0,0.0
75,2,-25.0449170144,0.131711476611,0.0449170144074,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.0,0.0,0.0
76,32,-0.0588772266449,0.0588772266449,-1.54528082474,-0.03125,-0.03125,-0.03125,0.5,0.5,0.5,0.0,0.0,0.0
77,7,21.407656065,0.14615976683,-28.5505132079,-0.142857142857,-0.142857142857,-0.142857142857,0.5,0.5,0.5,2.0,0.0,2.0
78,2,-0.040762594071,-25.8244931435,0.040762594071,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.0,0.0,0.0
79,7,14.2621180308,-21.7079455902,0.137733889736,-0.142857142857,-0.142857142857,-0.142857142857,0.5,0.5,0.5,1.0,1.0,0.0
80,9,-5.63975174639,0.0929482151647,0.0841961908371,-0.111111111111,-0.111111111111,-0.111111111111,0.5,0.5,0.5,0.0,0.0,0.0
81,6,-8.46066273058,0.127329397245,0.182246877287,-0.166666666667,-0.166666666667,-0.166666666667,0.5,0.5,0.5,0.0,0.0,0.0
82,7,-0.114020262724,-7.51094242415,0.0960671767455,-0.142857142857,-0.142857142857,-0.142857142857,0.5,0.5,0.5,0.0,0.0,0.0
83,4,-12.5905647017,0.146014059794,0.0905647017437,-0.25,-0.25,-0.25,0.5,0.5,0.5,0.0,0.0,0.0
84,15,-3.38934102653,0.0898476268127,-0.108318404046,-0.0666666666667,-0.0666666666667,-0.0666666666667,0.5,0.5,0.5,0.0,0.0,0.0
85,10,-5.09145121508,0.105684878169,0.0839548400273,-0.1,-0.1,-0.1,0.5,0.5,0.5,0.0,0.0,0.0
86,10,-0.100981970042,-5.04461766815,0.103265428158,-0.1,-0.1,-0.1,0.5,0.5,0.5,0.0,0.0,0.0
87,15,-3.42110457353,0.103114203831,0.0877712401957,-0.0666666666667,-0.0666666666667,-0.0666666666667,0.5,0.5,0.5,0.0,0.0,0.0
88,5,-10.0734423492,0.135156044661,0.0734423492213,-0.2,-0.2,-0.2,0.5,0.5,0.5,0.0,0.0,0.0
89,11,-0.0726995750495,-4.5617205992,0.0726995750495,-0.0909090909091,-0.0909090909091,-0.0909090909091,0.5,0.5,0.5,0.0,0.0,0.0
90,3,-0.0316702621215,-17.32947874,0.0316702621215,-0.333333333333,-0.333333333333,-0.333333333333,0.5,0.5,0.5,0.0,0.0,0.0
91,2,-25.060574547,0.0927773870262,0.0605745470075,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.0,0.0,0.0
92,12,-4.21725900626,0.050592339594,0.0874505032798,-0.0833333333333,-0.0833333333333,-0.0833333333333,0.5,0.5,0.5,0.0,0.0,0.0
93,7,-0.0215001005839,-7.43388998361,0.0215001005839,-0.142857142857,-0.142857142857,-0.142857142857,0.5,0.5,0.5,0.0,0.0,0.0
94,7,-0.0362713433603,-7.35834869419,0.102853634993,-0.142857142857,-0.142857142857,-0.142857142857,0.5,0.5,0.5,0.0,0.0,0.0
95,10,-0.123159951325,0.18517011396,-5.13809453165,-0.1,-0.1,-0.1,0.5,0.5,0.5,0.0,0.0,0.0
96,14,-0.0719793949882,-3.60086338039,0.0919176568722,-0.0714285714286,-0.0714285714286,-0.0714285714286,0.5,0.5,0.5,0.0,0.0,0.0
97,12,-0.0543831944193,-4.48658044134,0.0674003248991,-0.0833333333333,-0.0833333333333,-0.0833333333333,0.5,0.5,0.5,0.0,0.0,0.0
98,14,-0.0364437389366,-3.93490943581,0.0391500745558,-0.0714285714286,-0.0714285714286,-0.0714285714286,0.5,0.5,0.5,0.0,0.0,0.0
99,5,-0.120960476151,-10.2452323306,0.123276161707,-0.2,-0.2,-0.2,0.5,0.5,0.5,0.0,0.0,0.0
100,7,-0.089414701831,-7.4387304042,0.0883269629241,-0.142857142857,-0.142857142857,-0.142857142857,0.5,0.5,0.5,0.0,0.0,0.0
101,6,-8.43210094784,0.098767614504,-0.51502767307,-0.166666666667,-0.166666666667,-0.166666666667,0.5,0.5,0.5,0.0,0.0,0.0
102,17,-0.0573594459509,-3.0056952252,0.103462429889,-0.0588235294118,-0.0588235294118,-0.0588235294118,0.5,0.5,0.5,0.0,0.0,0.0
103,3,-0.106437366275,-17.3869738315,0.106437366275,-0.333333333333,-0.333333333333,-0.333333333333,0.5,0.5,0.5,0.0,0.0,0.0
104,17,2.89976167135,0.0788295590649,-5.83794653165,-0.0588235294118,-0.0588235294118,-0.0588235294118,0.5,0.5,0.5,1.0,0.0,1.0
105,10,-0.083409757819,0.0881423859772,-5.16230248359,-0.1,-0.1,-0.1,0.5,0.5,0.5,0.0,0.0,0.0
106,2,-0.068956495146,-25.7743628872,0.068956495146,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.0,0.0,0.0
107,17,-0.0944714663186,-2.90659802349,0.0944714663186,-0.0588235294118,-0.0588235294118,-0.0588235294118,0.5,0.5,0.5,0.0,0.0,0.0
108,36,1.33042750384,-2.71931639273,0.138230413764,-0.0277777777778,-0.0277777777778,-0.0277777777778,0.5,0.5,0.5,1.0,1.0,0.0
109,10,14.9457646683,0.150031251792,-25.1569241655,-0.1,-0.1,-0.1,0.5,0.5,0.5,2.0,0.0,2.0
110,5,-0.103566621182,-10.7304858747,0.103566621182,-0.2,-0.2,-0.2,0.5,0.5,0.5,0.0,0.0,0.0
111,3,-0.0275489082856,-17.1190737312,0.0275489082856,-0.333333333333,-0.333333333333,-0.333333333333,0.5,0.5,0.5,0.0,0.0,0.0
112,5,-10.1316233315,0.18066992163,0.131623331513,-0.2,-0.2,-0.2,0.5,0.5,0.5,0.0,0.0,0.0
113,13,-0.126166708441,-3.82588463106,0.126166708441,-0.0769230769231,-0.0769230769231,-0.0769230769231,0.5,0.5,0.5,0.0,0.0,0.0
114,3,-0.0543976823251,0.0543976823251,-17.124767302,-0.333333333333,-0.333333333333,-0.333333333333,0.5,0.5,0.5,0.0,0.0,0.0
115,7,-7.24083931508,0.0993900080831,0.0988277844509,-0.142857142857,-0.142857142857,-0.142857142857,0.5,0.5,0.5,0.0,0.0,0.0
116,3,-0.176601031282,0.188924264351,-17.4153884599,-0.333333333333,-0.333333333333,-0.333333333333,0.5,0.5,0.5,0.0,0.0,0.0
117,13,-3.8756898281,0.0744978800388,-0.211162023648,-0.0769230769231,-0.0769230769231,-0.0769230769231,0.5,0.5,0.5,0.0,0.0,0.0
118,9,-5.65882649959,-0.416297324841,0.103270944033,-0.111111111111,-0.111111111111,-0.111111111111,0.5,0.5,0.5,0.0,0.0,0.0
119,18,-2.89252753493,0.156912519744,0.117179841307,14.5266313946,11.9595257896,10.7124449797,0.5000799999999996,0.5000799999999996,0.5000799999999996,0.0,0.0,0.0
120,27,-1.93710446982,0.0909684498642,0.0897556401983,34.6594246547,28.7842259574,24.6350753519,0.5003499999999984,0.5003499999999984,0.5003499999999984,0.0,0.0,0.0
121,6,-0.0617897204321,-8.3983636096,0.0617897204321,27.97372515,27.5554326971,16.526658607,0.5004099999999981,0.5004099999999981,0.5004099999999981,0.0,0.0,0.0
122,43,-1.23789537784,0.075643200232,-1.11733461539,31.411350038,25.1304696175,25.7912439572,0.5008399999999962,0.5008399999999962,0.5008399999999962,0.0,0.0,0.0
123,17,-0.039890213335,0.039890213335,-3.00054239986,37.3235013134,29.3689003219,22.1821282734,0.5010099999999954,0.5010099999999954,0.5010099999999954,0.0,0.0,0.0
124,20,-2.57676086738,0.0232252293616,0.0127807392691,26.3258313492,18.8304790244,21.1435191259,0.5012099999999945,0.5012099999999945,0.5012099999999945,0.0,0.0,0.0
125,83,-0.656264717122,0.0554201923801,0.0749104471876,30.1356324074,22.4971174384,19.8206506234,0.5020399999999907,0.5020399999999907,0.5020399999999907,0.0,0.0,0.0
126,4,-12.5310711707,0.184052287112,0.031071170714,30.9302975982,14.793095544,15.043568084,0.5020799999999905,0.5020799999999905,0.5020799999999905,0.0,0.0,0.0
127,44,-1.19764309091,0.0612794545417,0.0854269737583,29.2073162249,18.4579951618,20.0820379882,0.5025199999999885,0.5025199999999885,0.5025199999999885,0.0,0.0,0.0
128,14,-0.098181384688,0.10806080586,-3.58805613199,22.3187047754,16.7919808882,13.7224539737,0.5026599999999879,0.5026599999999879,0.5026599999999879,0.0,0.0,0.0
129,2,-0.0526333346115,0.0526333346115,-25.9029103098,31.4794127941,8.96920278668,36.1061192825,0.5026799999999878,0.5026799999999878,0.5026799999999878,0.0,0.0,0.0
130,64,-0.834344223038,0.0803046693793,0.0540246737376,28.6793183107,20.0360988341,17.0982526796,0.5033199999999849,0.5033199999999849,0.5033199999999849,0.0,0.0,0.0
131,9,-5.65956230002,0.156671116263,0.104006744465,30.6080836753,19.431050347,15.7797163311,0.5034099999999845,0.5034099999999845,0.5034099999999845,0.0,0.0,0.0
132,1,-0.0238539630431,0.0238539630431,-50.8938314223,20.33984074,23.6314542294,15.7039856911,0.5034199999999844,0.5034199999999844,0.5034199999999844,0.0,0.0,0.0
133,2,-0.0397561505764,0.0397561505764,-25.7464927548,19.1176459491,17.1874412,13.1632139087,0.5034399999999843,0.5034399999999843,0.5034399999999843,0.0,0.0,0.0
134,75,1.94494615705,-2.61161282371,0.0735654128602,23.4460402163,16.5046494102,15.6612691511,0.5041899999999809,0.5041899999999809,0.5041899999999809,2.0,2.0,0.0
135,111,5.82106443046,-0.853362628561,-5.35962961409,27.3373776706,17.3357268,18.3684168731,0.5052999999999759,0.5052999999999759,0.5052999999999759,7.0,1.0,6.0
136,10,-5.16521028382,0.165210283818,0.1755401363,28.7233283937,18.4926770985,20.6915067047,0.5053999999999754,0.5053999999999754,0.5053999999999754,0.0,0.0,0.0
137,8,-0.0617332011906,0.104465271339,-6.46674553482,42.8425960243,22.9142468721,28.1051789708,0.5054799999999751,0.5054799999999751,0.5054799999999751,0.0,0.0,0.0
138,2,-0.0292934839167,-25.7175796323,0.0292934839167,49.7588406205,18.6147672534,30.7283079773,0.505499999999975,0.505499999999975,0.505499999999975,0.0,0.0,0.0
139,338,1.27636588426,-0.822187550244,-0.517888258176,29.0414252955,16.7964420313,17.4216161523,0.5088799999999596,0.5088799999999596,0.5088799999999596,5.0,3.0,2.0
140,35,5.67938005101,0.0548951564686,-7.21578335696,29.3378334395,16.7246902381,17.181458274,0.509229999999958,0.509229999999958,0.509229999999958,2.0,0.0,2.0
141,72,4.80008348274,0.0924863180679,-5.49275553166,31.0720064636,15.0887615135,20.2146805499,0.5099499999999547,0.5099499999999547,0.5099499999999547,4.0,0.0,4.0
142,36,9.69226912187,-11.0997192622,0.0519000505896,32.4411490129,14.7586298986,23.1846861065,0.5103099999999531,0.5103099999999531,0.5103099999999531,4.0,4.0,0.0
143,37,-0.0984359136001,-1.24831648037,0.0948305730947,30.7930687755,15.8883389996,18.1708530357,0.5106799999999514,0.5106799999999514,0.5106799999999514,0.0,0.0,0.0
144,8,-6.3327328074,0.0851928670458,-0.200063181573,31.5762259737,14.559390191,23.9335882347,0.510759999999951,0.510759999999951,0.510759999999951,0.0,0.0,0.0
145,35,2.78545207905,-1.41224944815,-2.7718345112,33.1846767391,18.933681789,19.2241387001,0.5111099999999494,0.5111099999999494,0.5111099999999494,1.0,0.0,1.0
146,70,-0.0477836691239,-0.689453989955,0.019894990301,30.5053441278,13.2443529587,21.6841317407,0.5118099999999463,0.5118099999999463,0.5118099999999463,0.0,0.0,0.0
147,24,-0.156054792336,-2.01038376221,0.171992389658,32.8555912152,17.5095431656,20.2102207088,0.5120499999999452,0.5120499999999452,0.5120499999999452,0.0,0.0,0.0
148,22,13.5838711909,-13.5838711909,-2.74421636274,30.0974623182,17.8512167003,16.2556052025,0.5122699999999442,0.5122699999999442,0.5122699999999442,3.0,3.0,0.0
149,30,-1.71823585979,0.0475917328312,0.124912185692,28.4705442846,12.2667536626,19.7024825916,0.5125699999999428,0.5125699999999428,0.5125699999999428,0.0,0.0,0.0
150,6,-0.0709295229991,0.0811615282543,-8.63439145022,27.3300410112,15.3497482638,12.4094311496,0.5126299999999425,0.5126299999999425,0.5126299999999425,0.0,0.0,0.0
151,26,-1.99786143165,0.113962705959,0.0925893783781,34.0228250095,18.0002220084,19.7204953896,0.5128899999999413,0.5128899999999413,0.5128899999999413,0.0,0.0,0.0
152,14,-0.104684070223,-3.5822070632,0.145687928967,30.3292674295,16.9832238938,21.0958679414,0.5130299999999407,0.5130299999999407,0.5130299999999407,0.0,0.0,0.0
153,3,-16.8071895878,0.0410928752615,0.140522921092,35.1733829578,14.2683251103,18.6083668768,0.5130599999999406,0.5130599999999406,0.5130599999999406,0.0,0.0,0.0
154,3,-0.0855965297238,-17.2536524666,0.0855965297238,34.4808203578,15.5435134123,22.3561203976,0.5130899999999404,0.5130899999999404,0.5130899999999404,0.0,0.0,0.0
155,17,-3.01884051109,0.0152265457245,0.128847456994,34.2659925889,18.506145011,16.1739081784,0.5132599999999397,0.5132599999999397,0.5132599999999397,0.0,0.0,0.0
156,23,-0.0894823295508,0.166315469788,-2.28436742035,38.9290716778,20.3051726883,21.5191777867,0.5134899999999386,0.5134899999999386,0.5134899999999386,0.0,0.0,0.0
157,5,-0.0923217149058,-10.5145969033,0.0923217149058,43.4028745174,15.3728306323,35.9660721421,0.5135399999999384,0.5135399999999384,0.5135399999999384,0.0,0.0,0.0
158,68,-0.0842213932521,-0.680176723472,0.117384564385,30.7506680112,16.1842006971,18.7283216198,0.5142199999999353,0.5142199999999353,0.5142199999999353,0.0,0.0,0.0
159,60,-0.06326279678,0.0742361693843,-0.803348627587,30.2366289477,15.2847651005,17.5741118565,0.5148199999999326,0.5148199999999326,0.5148199999999326,0.0,0.0,0.0
160,28,-1.8663816543,0.0896662999973,0.0899876930366,30.6786654804,18.1476880312,19.0438842201,0.5150999999999313,0.5150999999999313,0.5150999999999313,0.0,0.0,0.0
161,13,-0.0627348157476,-4.10002371019,0.0627348157476,23.9479433069,13.130034065,16.6151795043,0.5152299999999307,0.5152299999999307,0.5152299999999307,0.0,0.0,0.0
162,2,-0.150804837143,-25.766874465,-0.276613319455,39.4511515498,18.4033846259,26.8310298324,0.5152499999999306,0.5152499999999306,0.5152499999999306,0.0,0.0,0.0
163,12,-0.0650851837165,-4.31448480005,0.0852003823685,22.3734869733,16.0196559864,13.5559949912,0.51536999999993,0.51536999999993,0.51536999999993,0.0,0.0,0.0
164,11,-0.0905128335275,-4.73564686829,0.0905128335275,30.7372685942,9.79094251448,22.4071044814,0.5154799999999296,0.5154799999999296,0.5154799999999296,0.0,0.0,0.0
165,12,-4.31303349799,0.152170357145,-0.448615028121,29.3976006458,12.2884699007,22.6185838555,0.515599999999929,0.515599999999929,0.515599999999929,0.0,0.0,0.0
166,33,-1.6146607476,0.0995092324446,0.0175355564906,32.8563186237,15.0572163986,22.4316204597,0.5159299999999275,0.5159299999999275,0.5159299999999275,0.0,0.0,0.0
167,125,0.333728622683,0.0768115355401,-0.727138981698,23.7018889432,13.0095431587,14.9244071165,0.5171799999999218,0.5171799999999218,0.5171799999999218,1.0,0.0,1.0
168,9,-0.0605214996346,0.032845406314,-5.62989345124,25.7350622614,16.1686231842,11.4853530228,0.5172699999999214,0.5172699999999214,0.5172699999999214,0.0,0.0,0.0
169,9,-5.58542643587,0.156293129317,0.0298708803111,30.1785490645,14.8133745591,20.4530164666,0.517359999999921,0.517359999999921,0.517359999999921,0.0,0.0,0.0
170,3,-0.0734105947655,-17.143421755,0.0734105947655,37.6023049752,18.1057317058,27.7433015406,0.5173899999999209,0.5173899999999209,0.5173899999999209,0.0,0.0,0.0
171,6,-0.0347203884022,-8.87155563923,0.0347203884022,22.6117004852,11.2312110936,15.1687112351,0.5174499999999206,0.5174499999999206,0.5174499999999206,0.0,0.0,0.0
172,3,-0.106965223245,0.106965223245,-17.2115101714,27.7226819595,17.4582221409,15.5955905517,0.5174799999999204,0.5174799999999204,0.5174799999999204,0.0,0.0,0.0
173,27,-1.92522357786,0.0733717260109,0.071909781568,25.2015942103,10.4139717812,17.3173981839,0.5177499999999192,0.5177499999999192,0.5177499999999192,0.0,0.0,0.0
174,52,1.88305445652,0.0583812671859,-2.88664774637,22.667862511,10.7246190398,16.0307267085,0.5182699999999169,0.5182699999999169,0.5182699999999169,1.0,0.0,1.0
175,5,-10.1088053313,0.108805331289,0.175301747576,26.1550999284,11.2558386981,20.5413999617,0.5183199999999166,0.5183199999999166,0.5183199999999166,0.0,0.0,0.0
176,67,-0.824103340078,0.084102570304,0.0655199964552,25.7700298077,13.3157627912,14.5901495932,0.5189899999999136,0.5189899999999136,0.5189899999999136,0.0,0.0,0.0
